Symbol,Date,Close
TSLA,03-Dec-20,593.38
TSLA,04-Dec-20,599.04
TSLA,07-Dec-20,641.76
TSLA,08-Dec-20,649.88
TSLA,09-Dec-20,604.48
TSLA,10-Dec-20,627.07
TSLA,11-Dec-20,609.99
TSLA,14-Dec-20,639.83
TSLA,15-Dec-20,633.25
TSLA,16-Dec-20,622.77
TSLA,17-Dec-20,655.9
TSLA,18-Dec-20,695
TSLA,21-Dec-20,649.86
TSLA,22-Dec-20,640.34
TSLA,23-Dec-20,645.98
TSLA,24-Dec-20,661.77
TSLA,28-Dec-20,663.69
TSLA,29-Dec-20,665.99
TSLA,30-Dec-20,694.78
TSLA,31-Dec-20,705.67
TSLA,04-Jan-21,729.77
TSLA,05-Jan-21,735.11
TSLA,06-Jan-21,755.98
TSLA,07-Jan-21,816.04
TSLA,08-Jan-21,880.02
TSLA,11-Jan-21,811.19
TSLA,12-Jan-21,849.44
TSLA,13-Jan-21,854.41
TSLA,14-Jan-21,845
TSLA,15-Jan-21,826.16
TSLA,19-Jan-21,844.55
TSLA,20-Jan-21,850.45
TSLA,21-Jan-21,844.99
TSLA,22-Jan-21,846.64
TSLA,25-Jan-21,880.8
TSLA,26-Jan-21,883.09
TSLA,27-Jan-21,864.16
TSLA,28-Jan-21,835.43
TSLA,29-Jan-21,793.53
TSLA,01-Feb-21,839.81
TSLA,02-Feb-21,872.79
TSLA,03-Feb-21,854.69
TSLA,04-Feb-21,849.99
TSLA,05-Feb-21,852.23
TSLA,08-Feb-21,863.42
TSLA,09-Feb-21,849.46
TSLA,10-Feb-21,804.82
TSLA,11-Feb-21,811.66
TSLA,12-Feb-21,816.12
TSLA,16-Feb-21,796.22
TSLA,17-Feb-21,798.15
TSLA,18-Feb-21,787.38
TSLA,19-Feb-21,781.3
TSLA,22-Feb-21,714.5
TSLA,23-Feb-21,698.84
TSLA,24-Feb-21,742.02
TSLA,25-Feb-21,682.22
TSLA,26-Feb-21,675.5
TSLA,01-Mar-21,718.43
TSLA,02-Mar-21,686.44
TSLA,03-Mar-21,653.2
TSLA,04-Mar-21,621.44
TSLA,05-Mar-21,597.95
TSLA,08-Mar-21,563
TSLA,09-Mar-21,673.58
TSLA,10-Mar-21,668.06
TSLA,11-Mar-21,699.6
TSLA,12-Mar-21,693.73
TSLA,15-Mar-21,707.94
TSLA,16-Mar-21,676.88
TSLA,17-Mar-21,701.81
TSLA,18-Mar-21,653.16
TSLA,19-Mar-21,654.87
TSLA,22-Mar-21,670
TSLA,23-Mar-21,662.16
TSLA,24-Mar-21,630.27
TSLA,25-Mar-21,640.39
TSLA,26-Mar-21,618.71
TSLA,29-Mar-21,611.29
TSLA,30-Mar-21,635.62
TSLA,31-Mar-21,667.93
TSLA,01-Apr-21,661.75
TSLA,05-Apr-21,691.05
TSLA,06-Apr-21,691.62
TSLA,07-Apr-21,670.97
TSLA,08-Apr-21,683.8
TSLA,09-Apr-21,677.02
TSLA,12-Apr-21,701.98
TSLA,13-Apr-21,762.32
TSLA,14-Apr-21,732.23
TSLA,15-Apr-21,738.85
TSLA,16-Apr-21,739.78
TSLA,19-Apr-21,714.63
TSLA,20-Apr-21,718.99
TSLA,21-Apr-21,744.12
TSLA,22-Apr-21,719.69
TSLA,23-Apr-21,729.4
TSLA,26-Apr-21,738.2
TSLA,27-Apr-21,704.74
TSLA,28-Apr-21,694.4
TSLA,29-Apr-21,677
TSLA,30-Apr-21,709.44
TSLA,03-May-21,684.9
TSLA,04-May-21,673.6
TSLA,05-May-21,670.94
TSLA,06-May-21,663.54
TSLA,07-May-21,672.37
TSLA,10-May-21,629.04
TSLA,11-May-21,617.2
TSLA,12-May-21,589.89
TSLA,13-May-21,571.69
TSLA,14-May-21,589.74
TSLA,17-May-21,576.83
TSLA,18-May-21,577.87
TSLA,19-May-21,563.46
TSLA,20-May-21,586.78
TSLA,21-May-21,580.88
TSLA,24-May-21,606.44
TSLA,25-May-21,604.69
TSLA,26-May-21,619.13
TSLA,27-May-21,630.85
TSLA,28-May-21,625.22
TSLA,01-Jun-21,623.9
TSLA,02-Jun-21,605.12
TSLA,03-Jun-21,572.84
TSLA,04-Jun-21,599.05
TSLA,07-Jun-21,605.13
TSLA,08-Jun-21,603.59
TSLA,09-Jun-21,598.78
TSLA,10-Jun-21,610.12
TSLA,11-Jun-21,609.89
TSLA,14-Jun-21,617.69
TSLA,15-Jun-21,599.36
