Symbol,Date,Close
TSLA,16-Jun-21,604.87
TSLA,17-Jun-21,616.6
TSLA,18-Jun-21,623.31
TSLA,21-Jun-21,620.83
TSLA,22-Jun-21,623.71
TSLA,23-Jun-21,656.57
TSLA,24-Jun-21,679.82
TSLA,25-Jun-21,671.87
TSLA,28-Jun-21,688.72
TSLA,29-Jun-21,680.76
TSLA,30-Jun-21,679.7
TSLA,01-Jul-21,677.92
TSLA,02-Jul-21,678.9
TSLA,06-Jul-21,659.58
TSLA,07-Jul-21,644.65
TSLA,08-Jul-21,652.81
TSLA,09-Jul-21,656.95
TSLA,12-Jul-21,685.7
TSLA,13-Jul-21,668.54
TSLA,14-Jul-21,653.38
TSLA,15-Jul-21,650.6
TSLA,16-Jul-21,644.22
TSLA,19-Jul-21,646.22
TSLA,20-Jul-21,660.5
TSLA,21-Jul-21,655.29
TSLA,22-Jul-21,649.26
TSLA,23-Jul-21,643.38
TSLA,26-Jul-21,657.62
TSLA,27-Jul-21,644.78
TSLA,28-Jul-21,646.98
TSLA,29-Jul-21,677.35
TSLA,30-Jul-21,687.2
TSLA,02-Aug-21,709.67
TSLA,03-Aug-21,709.74
TSLA,04-Aug-21,710.92
TSLA,05-Aug-21,714.63
TSLA,06-Aug-21,699.1
TSLA,09-Aug-21,713.76
TSLA,10-Aug-21,709.99
TSLA,11-Aug-21,707.82
TSLA,12-Aug-21,722.25
TSLA,13-Aug-21,717.17
TSLA,16-Aug-21,686.17
TSLA,17-Aug-21,665.71
TSLA,18-Aug-21,688.99
TSLA,19-Aug-21,673.47
TSLA,20-Aug-21,680.26
TSLA,23-Aug-21,706.3
TSLA,24-Aug-21,708.49
TSLA,25-Aug-21,711.2
TSLA,26-Aug-21,701.16
TSLA,27-Aug-21,711.92
TSLA,30-Aug-21,730.91
TSLA,31-Aug-21,735.72
TSLA,01-Sep-21,734.09
TSLA,02-Sep-21,732.39
TSLA,03-Sep-21,733.57
TSLA,07-Sep-21,752.92
TSLA,08-Sep-21,753.87
TSLA,09-Sep-21,754.86
TSLA,10-Sep-21,736.27
TSLA,13-Sep-21,743
TSLA,14-Sep-21,744.49
TSLA,15-Sep-21,755.83
TSLA,16-Sep-21,756.99
TSLA,17-Sep-21,759.49
TSLA,20-Sep-21,730.17
TSLA,21-Sep-21,739.38
TSLA,22-Sep-21,751.94
TSLA,23-Sep-21,753.64
TSLA,24-Sep-21,774.39
TSLA,27-Sep-21,791.36
TSLA,28-Sep-21,777.56
TSLA,29-Sep-21,781.31
TSLA,30-Sep-21,775.48
TSLA,01-Oct-21,775.22
TSLA,04-Oct-21,781.53
TSLA,05-Oct-21,780.59
TSLA,06-Oct-21,782.75
TSLA,07-Oct-21,793.61
TSLA,08-Oct-21,785.49
TSLA,11-Oct-21,791.94
TSLA,12-Oct-21,805.72
TSLA,13-Oct-21,811.08
TSLA,14-Oct-21,818.32
TSLA,15-Oct-21,843.03
TSLA,18-Oct-21,870.11
TSLA,19-Oct-21,864.27
TSLA,20-Oct-21,865.8
TSLA,21-Oct-21,894
TSLA,22-Oct-21,909.68
TSLA,25-Oct-21,"1,024.86"
TSLA,26-Oct-21,"1,018.43"
TSLA,27-Oct-21,"1,037.86"
TSLA,28-Oct-21,"1,077.04"
TSLA,29-Oct-21,"1,114.00"
TSLA,01-Nov-21,"1,208.59"
TSLA,02-Nov-21,"1,172.00"
TSLA,03-Nov-21,"1,213.86"
TSLA,04-Nov-21,"1,229.91"
TSLA,05-Nov-21,"1,222.09"
TSLA,08-Nov-21,"1,162.94"
TSLA,09-Nov-21,"1,023.50"
TSLA,10-Nov-21,"1,067.95"
TSLA,11-Nov-21,"1,063.51"
TSLA,12-Nov-21,"1,033.42"
TSLA,15-Nov-21,"1,013.39"
TSLA,16-Nov-21,"1,054.73"
TSLA,17-Nov-21,"1,089.01"
TSLA,18-Nov-21,"1,096.38"
TSLA,19-Nov-21,"1,137.06"
TSLA,22-Nov-21,"1,156.87"
TSLA,23-Nov-21,"1,109.03"
TSLA,24-Nov-21,"1,116.00"
TSLA,26-Nov-21,"1,081.92"
TSLA,29-Nov-21,"1,136.99"
TSLA,30-Nov-21,"1,144.76"
TSLA,01-Dec-21,"1,095.00"
