Symbol,Date,Close
GOOG,03-Dec-20,"1,826.77"
GOOG,04-Dec-20,"1,827.99"
GOOG,07-Dec-20,"1,819.48"
GOOG,08-Dec-20,"1,818.55"
GOOG,09-Dec-20,"1,784.13"
GOOG,10-Dec-20,"1,775.33"
GOOG,11-Dec-20,"1,781.77"
GOOG,14-Dec-20,"1,760.06"
GOOG,15-Dec-20,"1,767.77"
GOOG,16-Dec-20,"1,763.00"
GOOG,17-Dec-20,"1,747.90"
GOOG,18-Dec-20,"1,731.01"
GOOG,21-Dec-20,"1,739.37"
GOOG,22-Dec-20,"1,723.50"
GOOG,23-Dec-20,"1,732.38"
GOOG,24-Dec-20,"1,738.85"
GOOG,28-Dec-20,"1,776.09"
GOOG,29-Dec-20,"1,758.72"
GOOG,30-Dec-20,"1,739.52"
GOOG,31-Dec-20,"1,751.88"
GOOG,04-Jan-21,"1,728.24"
GOOG,05-Jan-21,"1,740.92"
GOOG,06-Jan-21,"1,735.29"
GOOG,07-Jan-21,"1,787.25"
GOOG,08-Jan-21,"1,807.21"
GOOG,11-Jan-21,"1,766.72"
GOOG,12-Jan-21,"1,746.55"
GOOG,13-Jan-21,"1,754.40"
GOOG,14-Jan-21,"1,740.18"
GOOG,15-Jan-21,"1,736.19"
GOOG,19-Jan-21,"1,790.86"
GOOG,20-Jan-21,"1,886.90"
GOOG,21-Jan-21,"1,891.25"
GOOG,22-Jan-21,"1,901.05"
GOOG,25-Jan-21,"1,899.40"
GOOG,26-Jan-21,"1,917.24"
GOOG,27-Jan-21,"1,830.79"
GOOG,28-Jan-21,"1,863.11"
GOOG,29-Jan-21,"1,835.74"
GOOG,01-Feb-21,"1,901.35"
GOOG,02-Feb-21,"1,927.51"
GOOG,03-Feb-21,"2,070.07"
GOOG,04-Feb-21,"2,062.37"
GOOG,05-Feb-21,"2,098.00"
GOOG,08-Feb-21,"2,092.91"
GOOG,09-Feb-21,"2,083.51"
GOOG,10-Feb-21,"2,095.38"
GOOG,11-Feb-21,"2,095.89"
GOOG,12-Feb-21,"2,104.11"
GOOG,16-Feb-21,"2,121.90"
GOOG,17-Feb-21,"2,128.31"
GOOG,18-Feb-21,"2,117.20"
GOOG,19-Feb-21,"2,101.14"
GOOG,22-Feb-21,"2,064.88"
GOOG,23-Feb-21,"2,070.86"
GOOG,24-Feb-21,"2,095.17"
GOOG,25-Feb-21,"2,031.36"
GOOG,26-Feb-21,"2,036.86"
GOOG,01-Mar-21,"2,081.51"
GOOG,02-Mar-21,"2,075.84"
GOOG,03-Mar-21,"2,026.71"
GOOG,04-Mar-21,"2,049.09"
GOOG,05-Mar-21,"2,108.54"
GOOG,08-Mar-21,"2,024.17"
GOOG,09-Mar-21,"2,052.70"
GOOG,10-Mar-21,"2,055.03"
GOOG,11-Mar-21,"2,114.77"
GOOG,12-Mar-21,"2,061.92"
GOOG,15-Mar-21,"2,066.49"
GOOG,16-Mar-21,"2,092.52"
GOOG,17-Mar-21,"2,091.08"
GOOG,18-Mar-21,"2,036.22"
GOOG,19-Mar-21,"2,043.20"
GOOG,22-Mar-21,"2,038.59"
GOOG,23-Mar-21,"2,052.96"
GOOG,24-Mar-21,"2,045.06"
GOOG,25-Mar-21,"2,044.36"
GOOG,26-Mar-21,"2,035.55"
GOOG,29-Mar-21,"2,055.95"
GOOG,30-Mar-21,"2,055.54"
GOOG,31-Mar-21,"2,068.63"
GOOG,01-Apr-21,"2,137.75"
GOOG,05-Apr-21,"2,225.55"
GOOG,06-Apr-21,"2,224.75"
GOOG,07-Apr-21,"2,249.68"
GOOG,08-Apr-21,"2,265.44"
GOOG,09-Apr-21,"2,285.88"
GOOG,12-Apr-21,"2,254.79"
GOOG,13-Apr-21,"2,267.27"
GOOG,14-Apr-21,"2,254.84"
GOOG,15-Apr-21,"2,296.66"
GOOG,16-Apr-21,"2,297.76"
GOOG,19-Apr-21,"2,302.40"
GOOG,20-Apr-21,"2,293.63"
GOOG,21-Apr-21,"2,293.29"
GOOG,22-Apr-21,"2,267.92"
GOOG,23-Apr-21,"2,315.30"
GOOG,26-Apr-21,"2,326.74"
GOOG,27-Apr-21,"2,307.12"
GOOG,28-Apr-21,"2,379.91"
GOOG,29-Apr-21,"2,429.89"
GOOG,30-Apr-21,"2,410.12"
GOOG,03-May-21,"2,395.17"
GOOG,04-May-21,"2,354.25"
GOOG,05-May-21,"2,356.74"
GOOG,06-May-21,"2,381.35"
GOOG,07-May-21,"2,398.69"
GOOG,10-May-21,"2,341.66"
GOOG,11-May-21,"2,308.76"
