Symbol,Date,Close
NKE,03-Dec-20,136.96
NKE,04-Dec-20,137.19
NKE,07-Dec-20,138.75
NKE,08-Dec-20,139.12
NKE,09-Dec-20,138.79
NKE,10-Dec-20,137.58
NKE,11-Dec-20,137.41
NKE,14-Dec-20,136.28
NKE,15-Dec-20,139.39
NKE,16-Dec-20,138.34
NKE,17-Dec-20,140.5
NKE,18-Dec-20,137.28
NKE,21-Dec-20,144.02
NKE,22-Dec-20,142.45
NKE,23-Dec-20,141.76
NKE,24-Dec-20,141.6
NKE,28-Dec-20,142.43
NKE,29-Dec-20,141.57
NKE,30-Dec-20,141.58
NKE,31-Dec-20,141.47
NKE,04-Jan-21,140.1
NKE,05-Jan-21,141.23
NKE,06-Jan-21,142.35
NKE,07-Jan-21,144.95
NKE,08-Jan-21,146.35
NKE,11-Jan-21,147.05
NKE,12-Jan-21,145.05
NKE,13-Jan-21,143.04
NKE,14-Jan-21,141.3
NKE,15-Jan-21,140.72
NKE,19-Jan-21,139.27
NKE,20-Jan-21,142.8
NKE,21-Jan-21,141.61
NKE,22-Jan-21,139.35
NKE,25-Jan-21,137.55
NKE,26-Jan-21,135.1
NKE,27-Jan-21,131.02
NKE,28-Jan-21,134.72
NKE,29-Jan-21,133.59
NKE,01-Feb-21,135.71
NKE,02-Feb-21,139.59
NKE,03-Feb-21,138.63
NKE,04-Feb-21,140.63
NKE,05-Feb-21,145.11
NKE,08-Feb-21,143.41
NKE,09-Feb-21,141.79
NKE,10-Feb-21,142.46
NKE,11-Feb-21,143.54
NKE,12-Feb-21,142.12
NKE,16-Feb-21,141.71
NKE,17-Feb-21,143.99
NKE,18-Feb-21,145.09
NKE,19-Feb-21,142.02
NKE,22-Feb-21,136.67
NKE,23-Feb-21,136.13
NKE,24-Feb-21,135.65
NKE,25-Feb-21,135.54
NKE,26-Feb-21,134.78
NKE,01-Mar-21,137.65
NKE,02-Mar-21,137.02
NKE,03-Mar-21,134.26
NKE,04-Mar-21,132.04
NKE,05-Mar-21,133.35
NKE,08-Mar-21,134.56
