Symbol,Date,Close
FB,03-Dec-20,281.85
FB,04-Dec-20,279.7
FB,07-Dec-20,285.58
FB,08-Dec-20,283.4
FB,09-Dec-20,277.92
FB,10-Dec-20,277.12
FB,11-Dec-20,273.55
FB,14-Dec-20,274.19
FB,15-Dec-20,275.55
FB,16-Dec-20,275.67
FB,17-Dec-20,274.48
FB,18-Dec-20,276.4
FB,21-Dec-20,272.79
FB,22-Dec-20,267.09
FB,23-Dec-20,268.11
FB,24-Dec-20,267.4
FB,28-Dec-20,277
FB,29-Dec-20,276.78
FB,30-Dec-20,271.87
FB,31-Dec-20,273.16
FB,04-Jan-21,268.94
FB,05-Jan-21,270.97
FB,06-Jan-21,263.31
FB,07-Jan-21,268.74
FB,08-Jan-21,267.57
FB,11-Jan-21,256.84
FB,12-Jan-21,251.09
FB,13-Jan-21,251.64
FB,14-Jan-21,245.64
FB,15-Jan-21,251.36
FB,19-Jan-21,261.1
FB,20-Jan-21,267.48
FB,21-Jan-21,272.87
FB,22-Jan-21,274.5
FB,25-Jan-21,278.01
FB,26-Jan-21,282.05
FB,27-Jan-21,272.14
FB,28-Jan-21,265
FB,29-Jan-21,258.33
FB,01-Feb-21,262.01
FB,02-Feb-21,267.08
FB,03-Feb-21,266.65
FB,04-Feb-21,266.49
FB,05-Feb-21,268.1
FB,08-Feb-21,266.58
FB,09-Feb-21,269.45
FB,10-Feb-21,271.87
FB,11-Feb-21,270.39
FB,12-Feb-21,270.5
FB,16-Feb-21,273.97
FB,17-Feb-21,273.57
FB,18-Feb-21,269.39
FB,19-Feb-21,261.56
FB,22-Feb-21,260.33
FB,23-Feb-21,265.86
FB,24-Feb-21,264.31
FB,25-Feb-21,254.69
FB,26-Feb-21,257.62
FB,01-Mar-21,264.91
FB,02-Mar-21,259
FB,03-Mar-21,255.41
FB,04-Mar-21,257.64
FB,05-Mar-21,264.28
FB,08-Mar-21,255.31
FB,09-Mar-21,265.74
FB,10-Mar-21,264.9
FB,11-Mar-21,273.88
FB,12-Mar-21,268.4
FB,15-Mar-21,273.75
FB,16-Mar-21,279.28
FB,17-Mar-21,284.01
FB,18-Mar-21,278.62
FB,19-Mar-21,290.11
FB,22-Mar-21,293.54
FB,23-Mar-21,290.63
FB,24-Mar-21,282.14
FB,25-Mar-21,278.74
FB,26-Mar-21,283.02
FB,29-Mar-21,290.82
FB,30-Mar-21,288
FB,31-Mar-21,294.53
FB,01-Apr-21,298.66
FB,05-Apr-21,308.91
FB,06-Apr-21,306.26
FB,07-Apr-21,313.09
FB,08-Apr-21,313.02
FB,09-Apr-21,312.46
FB,12-Apr-21,311.54
FB,13-Apr-21,309.76
FB,14-Apr-21,302.82
FB,15-Apr-21,307.82
FB,16-Apr-21,306.18
FB,19-Apr-21,302.24
FB,20-Apr-21,302.65
FB,21-Apr-21,301.47
FB,22-Apr-21,296.52
FB,23-Apr-21,301.13
FB,26-Apr-21,303.04
FB,27-Apr-21,303.57
FB,28-Apr-21,307.1
FB,29-Apr-21,329.51
FB,30-Apr-21,325.08
FB,03-May-21,322.58
FB,04-May-21,318.36
FB,05-May-21,315.02
FB,06-May-21,320.02
FB,07-May-21,319.08
FB,10-May-21,305.97
FB,11-May-21,306.53
FB,12-May-21,302.55
FB,13-May-21,305.26
FB,14-May-21,315.94
FB,17-May-21,315.46
FB,18-May-21,309.96
FB,19-May-21,313.59
FB,20-May-21,318.61
FB,21-May-21,316.23
FB,24-May-21,324.63
FB,25-May-21,327.79
FB,26-May-21,327.66
FB,27-May-21,332.75
FB,28-May-21,328.73
FB,01-Jun-21,329.13
FB,02-Jun-21,329.15
FB,03-Jun-21,326.04
FB,04-Jun-21,330.35
FB,07-Jun-21,336.58
FB,08-Jun-21,333.68
FB,09-Jun-21,330.25
FB,10-Jun-21,332.46
FB,11-Jun-21,331.26
FB,14-Jun-21,336.77
FB,15-Jun-21,336.75
FB,16-Jun-21,331.08
FB,17-Jun-21,336.51
FB,18-Jun-21,329.66
FB,21-Jun-21,332.29
FB,22-Jun-21,339.03
FB,23-Jun-21,340.59
FB,24-Jun-21,343.18
FB,25-Jun-21,341.37
FB,28-Jun-21,355.64
FB,29-Jun-21,351.89
FB,30-Jun-21,347.71
FB,01-Jul-21,354.39
FB,02-Jul-21,354.7
FB,06-Jul-21,352.78
FB,07-Jul-21,350.49
FB,08-Jul-21,345.65
FB,09-Jul-21,350.42
FB,12-Jul-21,353.16
FB,13-Jul-21,352.09
FB,14-Jul-21,347.63
FB,15-Jul-21,344.46
FB,16-Jul-21,341.16
FB,19-Jul-21,336.95
FB,20-Jul-21,341.66
FB,21-Jul-21,346.23
FB,22-Jul-21,351.19
FB,23-Jul-21,369.79
FB,26-Jul-21,372.46
FB,27-Jul-21,367.81
FB,28-Jul-21,373.28
FB,29-Jul-21,358.32
FB,30-Jul-21,356.3
FB,02-Aug-21,351.95
FB,03-Aug-21,351.24
FB,04-Aug-21,358.92
FB,05-Aug-21,362.97
FB,06-Aug-21,363.51
FB,09-Aug-21,361.61
FB,10-Aug-21,361.13
FB,11-Aug-21,359.96
FB,12-Aug-21,362.65
FB,13-Aug-21,363.18
FB,16-Aug-21,366.56
FB,17-Aug-21,358.45
FB,18-Aug-21,355.45
FB,19-Aug-21,355.12
FB,20-Aug-21,359.37
FB,23-Aug-21,363.35
FB,24-Aug-21,365.51
FB,25-Aug-21,368.39
FB,26-Aug-21,364.38
